,school,sex,age,address,famsize,Pstatus,Medu,Fedu,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3,letter_grade,reason_course,reason_home,reason_other,reason_reputation,Mjob_at_home,Mjob_health,Mjob_other,Mjob_services,Mjob_teacher,Fjob_at_home,Fjob_health,Fjob_other,Fjob_services,Fjob_teacher,guardian_father,guardian_mother,guardian_other
140,0,1,17,0,0,1,3,4,3,2,0,0,0,0,0,1,1,0,0,5,4,5,2,4,5,2,10,9,10,C,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
141,0,0,16,0,0,1,1,1,3.5,2,0,0,1,0,0,1,1,0,0,5,1.5,3,1,1,3,0,14,13,13,B,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
142,0,1,18,1,1,1,3,1,2,1,0,0,0,0,1,1,1,1,1,3,3,4,3.5,5,4,2,11,11,12,B,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
143,0,0,18,1,0,0,3,2,1,3,0,0,1,0,1,0,1,1,1,4,3,3,3.5,1,5,10,12,11,11,B,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
144,0,0,16,0,0,1,1,1,2,1,0,0,1,0,1,1,1,0,1,3,3,3,1,2,1,8,12,11,11,B,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0
145,0,0,16,1,0,0,3,3,2,1,0,0,1,0,1,0,1,1,1,4,3,2,1,1,5,4,9,9,10,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
146,0,1,16,1,1,1,1,1,1,2,0,0,0,0,0,1,1,0,1,4,4,4,1,3,5,0,10,10,10,C,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
147,0,0,15,1,0,1,4,4,2,1,0,0,0,0,1,1,1,1,0,4,3,2,1,1,5,6,13,14,14,B,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
148,0,0,15,0,0,1,1,1,3,1,0,0,0,0,1,1,1,1,1,5,5,5,1,1,1,2,8,9,9,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
149,0,1,15,1,0,1,4,3,2,3.5,0,1,1,0,0,1,1,1,0,2.5,2,2,1,1,3,6,9,11,11,B,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0
150,0,0,15,1,0,0,3,3,1,2,0,0,0,0,0,0,1,0,1,2.5,3,2,2,3,1,15,9,8,9,C,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
151,0,1,16,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,5,3,3,1,3,5,0,15,13,13,B,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
152,0,1,16,1,1,1,2,2,2,1,0,0,1,0,1,1,1,1,0,2.5,3,3,2,2,2,4,12,11,11,B,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
153,0,0,15,1,0,1,4,4,1,3,0,0,1,0,1,1,1,1,0,4,2,2,1,1,5,2,13,13,13,B,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
154,0,0,16,1,1,1,1,1,1,1,0,0,0,0,0,1,1,1,0,3,4,4,3,3,1,4,10,11,11,B,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
155,0,1,17,1,0,1,2,1,1,1,0,0,1,0,0,1,1,1,0,5,4,5,1,2,5,15,9,7,6,C,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
156,0,0,15,1,0,1,1,1,1,2,0,0,1,0,0,1,1,1,0,4,4,2,1,2,5,0,12,12,12,B,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
157,0,0,15,1,1,0,2,1,2,1,0,0,1,0,1,1,0,1,1,4,4,2,1,1,5,0,11,10,10,C,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
158,0,0,15,1,0,1,3,2,1,2,0,0,1,0,0,1,1,1,0,3,3,2,1,1,3,2,11,11,11,B,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
159,0,0,15,1,0,1,1,2,1,2,0,0,1,0,0,0,1,1,0,4,3,2,1,1,5,6,13,12,13,B,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
160,0,0,15,1,0,1,1,2,1,2,0,0,0,0,0,0,1,0,1,2.5,3,4,2,4,1,6,11,11,11,B,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
161,0,1,16,1,0,1,4,4,1,1,0,0,1,0,0,1,0,1,1,3,3,2,2,1,5,15,9,9,8,C,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
162,0,1,15,1,1,0,2,1,3.5,1,0,0,0,0,0,1,1,1,0,4,5,5,2,5,5,0,12,11,11,B,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
163,0,1,18,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,1,2.5,3,5,2,5,4,0,11,9,0,D,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
164,0,1,16,1,1,1,2,1,1,1,0,0,0,0,1,1,1,0,1,4,4,4,3,5,5,6,9,10,10,C,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
165,0,0,15,0,0,1,3,3,2,3,0,0,1,1,1,1,1,1,1,4,2,1,2,3,3,2,13,13,13,B,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
166,0,1,19,1,0,1,3,2,1,1,0,0,1,0,0,1,0,1,1,4,5,4,1,1,4,6,11,9,11,B,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0
167,0,0,17,1,0,1,4,4,1,1,0,1,1,0,0,1,1,0,1,4,2,1,1,1,4,0,13,13,13,B,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0
168,0,1,15,0,0,1,2,3,1,2,0,1,0,1,1,1,1,0,0,4,4,4,1,1,1,0,7,8,8,C,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
169,0,1,17,0,1,1,1,2,1,1,0,0,0,0,0,1,1,0,0,2.5,2,2,3,3,5,14,9,8,10,C,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
170,0,0,18,0,0,1,1,1,3,1,0,0,1,0,1,0,1,0,0,5,2,5,1,5,4,6,11,10,11,B,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
171,0,1,16,0,0,1,2,2,3,1,0,0,0,0,0,0,1,0,0,4,2,2,1,2,3,4,12,10,11,B,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
172,0,1,16,1,0,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,5,5,3.5,4,5,0,10,10,1,D,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
173,0,1,16,1,1,1,1,2,2,1,0,0,0,0,0,0,1,1,0,4,4,5,3,5,5,0,9,8,10,C,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
174,0,1,17,0,1,1,2,1,2,1,0,0,0,1,1,1,0,1,1,3,3,2,2,2,5,8,8,8,9,C,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
175,0,1,17,0,0,1,3,2,2,2,0,1,1,0,0,1,1,1,1,4,4,4,1,4,3,4,7,6,8,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
176,0,1,15,1,1,1,1,2,2,1,0,0,0,0,1,1,1,0,0,4,4,4,2,4,5,2,8,9,10,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
177,0,1,16,1,0,1,1,3,1,1,0,0,0,0,0,1,0,1,0,5,3,3,1,4,2,2,9,8,8,C,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0
178,0,1,17,0,1,1,1,1,3.5,2,0,0,0,0,1,1,0,0,1,5,3,5,1,5,5,0,8,8,8,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
179,0,1,17,1,0,1,3,2,2,1,0,0,1,0,1,0,0,0,0,4,5,2,1,1,2,10,8,7,8,C,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
180,0,1,16,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,4,3,5,2,4,4,0,9,10,11,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
181,0,0,16,1,0,1,4,2,1,2,0,0,0,0,0,1,1,1,1,4,2,3,1,1,3,0,17,17,18,A,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0
182,0,0,16,1,0,1,2,2,1,2,0,0,1,0,0,0,1,1,0,5,1.5,5,1,1,4,0,12,12,13,B,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
183,0,0,16,1,0,1,4,4,1,2,0,0,1,0,0,1,1,1,1,4,4,2,1,1,3,0,16,16,17,A,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0
184,0,1,16,1,0,1,3,4,3,1,0,0,1,0,1,0,1,1,0,3,4,5,2,4,2,4,9,9,10,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
185,0,1,16,1,0,1,1,0,2,2,0,0,1,0,1,1,1,1,1,4,3,2,1,1,3,0,16,17,18,A,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
186,0,1,17,1,1,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,4,4,1,3,5,0,11,9,10,C,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
187,0,0,16,1,0,1,1,3,1,2,0,0,0,0,1,0,1,1,1,4,3,5,1,1,3,0,14,13,13,B,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
188,0,0,16,1,1,1,3,3,2,2,0,0,1,0,1,1,1,1,0,4,4,5,1,1,4,0,14,14,15,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
189,0,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,0,4,4,4,3.5,4,4,0,10,11,11,B,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
190,0,0,16,1,0,1,2,2,2,2,0,0,0,0,1,0,1,1,0,3,4,4,1,4,5,0,13,12,14,B,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0
191,0,1,17,1,0,1,3,3,1,2,0,0,0,0,1,0,1,1,0,4,3,4,1,4,4,4,11,9,10,C,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
192,0,1,16,0,0,1,4,2,1,1,0,0,1,0,1,1,1,1,1,4,3,3,3,4,3,8,10,9,11,B,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0
193,0,1,17,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,1,5,2,3,1,1,2,4,11,11,13,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
194,0,1,16,1,0,1,4,3,1,2,0,0,1,1,1,1,1,1,0,3,4,3,2,3,3,4,11,10,11,B,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
195,0,1,16,1,0,1,3,3,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,3,0,11,12,13,B,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
196,0,0,17,1,0,1,2,4,1,2,0,0,1,0,1,1,1,0,0,5,4,2,2,3,5,0,17,18,17,A,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
197,0,0,17,1,1,1,3,3,1,2,0,0,1,0,1,1,1,1,1,5,3,3,2,3,1,15,14,13,14,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
198,0,0,16,1,0,1,3,2,1,2,0,0,1,0,0,1,1,1,0,2.5,2,2,1,2,1,8,14,15,16,A,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
199,0,1,17,1,0,1,3,3,1,2,0,0,1,0,1,1,1,1,1,4,3,4,2,3,4,6,11,13,14,B,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
200,0,1,16,1,0,1,1,2,1,1,0,0,1,0,1,1,1,1,1,3,3,3,1,2,3,0,10,9,11,B,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
201,0,1,16,1,1,1,2,1,1,2,0,0,0,0,1,1,1,1,1,4,2,3,1,2,5,0,13,14,16,A,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
202,0,0,17,1,0,0,3,3,1,2,0,0,1,0,0,0,1,1,1,3,3,3,1,3,3,10,12,13,14,B,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0
203,0,1,17,0,0,1,1,2,1,2,0,0,0,0,0,1,1,0,0,3,1.5,3,1,5,3,6,9,9,10,C,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
204,0,0,16,1,0,1,2,3,1,2,0,0,0,0,0,1,1,1,0,4,3,3,1,1,2,6,12,12,13,B,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
205,0,0,17,1,0,1,1,1,1,2,0,0,0,0,1,1,1,1,0,5,3,3,1,1,3,0,12,11,12,B,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
206,0,1,17,1,0,1,1,2,2,2,0,0,0,0,1,0,1,1,0,4,4,4,3.5,5,5,15,10,11,12,B,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1
207,0,1,16,0,0,1,3,3,1,1,0,0,1,0,1,1,1,1,0,4,3,2,3,4,5,0,11,10,10,C,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
208,0,1,16,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,3,3,1,1,3,0,13,12,12,B,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
209,0,0,17,1,1,1,2,4,1,2,0,0,0,0,1,1,1,1,1,4,3,2,1,1,5,8,14,15,16,A,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
210,0,1,17,1,0,1,4,4,1,1,0,0,0,0,0,1,1,1,0,5,2,3,1,2,5,4,13,13,14,B,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
211,0,1,16,0,1,1,3,3,3,1,0,0,1,0,1,1,1,1,0,3,3,4,3,5,3,15,10,11,12,B,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0
212,0,0,17,1,0,1,4,4,2,1,0,0,1,0,0,1,1,1,0,4,2,4,2,3,2,15,14,15,16,A,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0
213,0,0,16,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,0,4,5,2,1,2,3,0,11,10,11,B,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
214,0,0,16,1,0,1,4,3,1,2,0,0,1,0,1,1,1,1,0,4,3,5,1,5,2,2,14,14,15,B,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
215,0,0,16,1,0,1,2,3,1,2,0,1,1,0,1,1,1,0,0,4,4,3,1,3,4,4,11,12,12,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
216,0,0,17,1,0,1,1,1,1,2,0,0,1,0,0,0,1,0,0,4,4,4,1,3,1,0,14,15,15,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
217,0,0,17,0,0,1,2,2,1,1,0,0,1,0,0,1,1,1,0,5,3,2,1,2,3,15,13,13,13,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
218,0,0,16,0,0,1,2,2,2,3.5,0,0,1,0,1,0,1,1,0,5,3,5,1,1,5,6,13,13,13,B,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0
219,0,0,17,1,0,1,3,4,1,3,0,0,1,1,0,1,1,1,1,4,4,3,3,4,5,14,8,9,8,C,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
220,0,0,16,1,0,0,3,1,1,2,0,0,1,0,0,1,1,1,0,2.5,3,3,2,2,4,2,11,11,12,B,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
221,0,0,16,1,0,1,4,3,1,2,0,0,0,0,1,1,1,1,1,2.5,3,2,1,1,1,4,14,15,15,B,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0
222,0,0,16,1,0,1,1,1,2,1,0,0,1,0,0,1,1,0,0,4,3,2,1,4,5,2,12,13,13,B,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
223,0,0,17,0,0,1,4,3,2,3,0,0,1,0,1,1,1,1,1,4,4,2,1,1,4,0,11,12,12,B,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0
224,0,0,19,1,0,1,3,3,1,3.5,0,0,1,0,1,1,1,1,0,4,3,3,1,2,3,4,12,12,12,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1
225,0,1,17,1,1,1,4,4,1,2,0,0,1,0,0,1,1,1,1,5,3,5,3.5,5,3,15,13,12,12,B,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
226,0,0,16,1,0,0,2,2,1,2,0,1,1,0,0,1,1,1,0,3,3,4,1,1,4,0,13,13,13,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
227,0,1,18,1,0,1,2,2,1,2,0,0,1,0,1,1,1,1,0,4,4,4,2,4,5,10,12,11,11,B,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
228,0,0,17,0,1,1,4,4,1,1,0,0,1,0,0,1,1,0,0,5,2,1,1,2,3,6,12,11,11,B,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0
229,0,0,17,1,1,1,3,2,2,2,0,0,0,0,0,1,1,1,0,4,4,4,1,3,1,2,14,16,15,B,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
230,0,0,17,1,0,1,4,3,1,2,0,0,0,0,0,1,1,1,1,3,4,5,2,4,1,15,11,9,10,C,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
231,0,1,18,1,1,1,3,3,1,2,0,0,1,0,0,1,1,1,0,3,2,4,2,4,4,10,10,10,10,C,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
232,0,0,17,1,0,1,2,3,2,1,0,0,1,0,0,1,1,0,0,3,3,3,1,4,3,4,12,13,13,B,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0
233,0,0,17,1,0,1,2,2,1,3,0,0,1,0,1,1,1,1,0,4,3,3,1,1,4,0,12,12,13,B,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
234,0,0,17,0,0,1,2,1,2,2,0,0,1,0,1,1,1,1,0,4,2,5,1,2,5,0,11,10,11,B,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,1,0
235,0,0,17,1,0,1,1,1,1,3,0,0,1,0,1,1,1,0,1,4,3,4,1,1,5,12,12,12,12,B,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
236,0,0,16,1,0,1,2,3,1,2,0,1,0,0,0,1,1,1,0,2.5,3,1,1,1,3,0,13,13,14,B,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0
237,0,1,18,1,0,1,2,2,2,2,0,0,1,1,0,1,1,1,0,3,3,3,3.5,5,4,9,10,9,10,C,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
238,0,0,16,1,0,1,4,4,1,3,0,0,1,0,1,0,1,1,0,5,3,2,1,1,5,4,15,16,16,A,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
239,0,0,18,0,0,1,3,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,1,4,4,8,8,8,C,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0
240,0,0,17,1,0,1,3,2,1,2,0,0,0,0,1,0,1,1,0,5,3,4,1,3,3,2,17,18,17,A,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
241,0,1,17,1,1,1,2,3,1,2,0,0,1,0,0,0,1,1,0,5,3,3,1,3,3,0,10,11,11,B,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
242,0,1,18,1,1,1,2,1,3.5,2,0,1,1,0,1,1,1,1,1,4,3,2,3.5,5,3,2,9,10,11,B,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
243,0,0,17,1,0,0,2,1,2,3,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,15,15,16,A,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
244,0,0,17,1,1,1,4,3,1,2,0,0,0,0,1,1,1,1,1,3,2,3,1,2,3,0,14,12,12,B,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
245,0,1,17,0,0,1,2,2,2,2,0,0,1,0,1,1,1,1,0,4,5,2,1,1,1,0,12,13,13,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
246,0,1,17,1,0,1,4,4,1,2,0,1,1,0,1,1,1,1,1,4,5,5,1,3,2,0,13,13,13,B,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0
247,0,1,16,1,0,1,4,4,1,2,0,0,1,0,1,1,1,1,0,4,2,4,2,4,1,0,13,13,14,B,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
248,0,1,16,1,1,1,1,1,2,2,0,0,1,0,0,1,1,1,0,3,4,2,1,1,5,2,9,9,9,C,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
249,0,1,16,1,0,1,3,2,2,3,0,0,0,0,1,1,1,1,1,5,3,3,1,3,2,0,12,12,12,B,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0
250,0,1,17,1,1,1,2,2,1,2,0,0,0,0,1,0,1,1,1,4,4,2,3.5,5,4,0,16,16,16,A,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
251,0,0,16,1,0,1,2,1,1,1,0,0,0,0,0,1,1,1,1,4,5,2,1,1,5,4,9,10,10,C,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
252,0,0,16,1,0,0,4,1,1,2,0,0,0,0,1,1,1,1,1,5,3,3,1,2,5,0,14,13,13,B,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
253,0,0,18,1,1,0,2,4,2,2,0,0,1,0,0,1,1,1,0,4,3,3,1,1,3,15,10,10,10,C,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
254,0,0,18,1,1,1,2,2,1,2,0,0,1,0,0,0,1,1,1,5,3,1,1,1,5,15,9,8,10,C,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
255,0,0,18,1,0,1,3,3,2,1,0,0,0,0,0,1,0,1,0,4,1.5,1,1,1,3,14,8,7,7,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
256,0,1,18,1,0,1,2,2,1,1,0,0,1,0,1,0,0,1,1,4,4,3,2,2,1,15,7,8,8,C,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
257,0,1,17,1,0,1,4,4,1,1,0,0,1,0,1,0,1,1,0,4,2,1,1,2,5,6,10,8,9,C,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0
258,0,0,17,1,0,1,3,2,1,2,0,0,0,0,1,1,1,0,0,5,4,2,1,1,3,4,14,14,15,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
259,0,0,17,1,1,1,1,1,1,3,0,0,1,0,1,1,1,1,1,4,3,2,1,2,4,10,11,10,10,C,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0
260,0,0,16,1,0,1,1,2,1,1,0,0,0,0,0,1,0,1,0,5,3,5,1,2,5,4,12,11,11,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
261,0,0,17,0,0,1,2,1,3,2,0,0,0,0,1,1,1,0,0,2.5,1.5,1,1,1,3,2,13,13,13,B,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0
262,0,0,17,0,1,0,1,4,3.5,1,0,0,1,0,0,1,1,1,0,5,5,4,1,1,5,14,9,9,8,C,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
263,0,1,18,1,0,1,2,2,1,2,0,0,0,0,0,1,0,1,0,5,5,4,3,5,2,15,8,7,8,C,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0
264,0,0,17,1,1,0,2,2,1,1,0,0,1,0,0,0,0,1,0,3,1.5,2,1,1,1,8,11,9,10,C,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
265,0,0,17,0,1,1,1,1,2,3,0,0,0,0,1,1,1,1,0,4,3,3,1,3,5,4,15,14,15,B,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
266,0,0,17,1,1,0,4,2,1,2,0,0,1,0,1,1,1,0,0,4,3,2,1,1,4,4,15,14,14,B,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
267,0,1,17,1,1,1,4,3,2,2,0,0,0,0,1,1,1,1,1,2.5,5,5,1,4,5,8,15,15,15,B,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0
268,0,1,17,0,1,0,4,4,2,2,0,0,1,0,0,1,1,1,0,3,3,3,2,3,4,0,12,12,12,B,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
269,0,1,16,1,1,1,4,3,1,1,0,0,0,0,1,0,1,1,0,5,4,5,1,1,3,7,14,14,15,B,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0
270,0,1,16,1,0,1,4,4,1,1,0,0,0,1,1,1,1,1,0,5,3,2,1,2,5,4,14,15,15,B,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0
271,0,0,17,1,0,1,4,4,1,2,0,0,1,1,0,1,1,1,1,5,3,1,1,4,5,2,11,11,12,B,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0
272,0,1,17,0,0,1,1,1,2,3,0,0,0,0,0,0,1,1,1,4,3,3,1,1,1,2,13,14,15,B,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
273,0,0,17,1,0,1,3,3,2,3,0,0,1,0,0,1,1,1,1,4,2,2,2,3,5,10,11,11,11,B,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
274,0,0,17,1,0,1,1,1,1,2,0,1,0,0,0,0,1,0,1,4,3,2,1,1,4,10,10,9,10,C,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0
275,0,0,18,1,0,1,2,1,2,3,0,0,1,0,0,0,1,1,1,4,4,4,1,1,3,10,12,10,11,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
276,0,1,16,1,0,1,2,1,3,1,0,0,0,0,0,1,1,1,0,4,3,3,1,1,4,7,15,16,16,A,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0
277,0,0,17,1,0,1,1,1,1,2,0,0,1,0,0,1,1,0,0,4,3,4,1,2,5,4,11,10,11,B,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0
278,0,1,17,1,0,1,2,3,2,1,0,0,0,0,0,1,1,1,0,5,2,2,1,1,2,2,9,12,13,B,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0
279,0,1,21,1,0,1,3,1,1,1,0,0,0,0,0,0,0,1,1,5,4,5,3.5,5,1,12,7,8,5,D,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0
280,0,1,18,0,1,1,3,3,1,2,0,0,1,0,0,1,1,1,1,4,3,3,1,3,5,8,10,9,10,C,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0
281,0,1,16,1,0,1,0,2,1,1,0,0,0,0,0,0,1,1,0,4,3,2,2,4,5,0,11,12,11,B,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
