,sex,age,Medu,Fedu,traveltime,studytime,freetime,goout,G1,G2,G3,letter_grade
302,1.0,18.0,3,2.0,1.0,3.0,3.0,2.0,10.0,11.0,12.0,B
303,0.0,17.0,3,3.0,1.0,3.0,2.0,3.0,15.0,12.0,13.0,B
304,0.0,18.0,2,2.0,1.0,3.0,3.0,3.0,11.0,12.0,13.0,B
305,1.0,17.0,2,2.0,2.0,1.0,4.0,4.0,8.0,8.0,9.0,C
306,1.0,18.0,3,4.0,2.0,2.0,2.0,5.0,15.0,16.0,16.0,A
307,1.0,17.0,3,1.0,1.0,2.0,4.0,4.0,11.0,11.0,14.0,B
308,0.0,18.0,4,4.0,2.0,2.0,3.0,4.0,10.0,11.0,12.0,B
309,1.0,18.0,4,2.0,1.0,2.0,4.0,5.0,10.0,12.0,14.0,B
310,0.0,18.0,2,1.0,2.0,2.0,3.0,5.0,8.0,9.0,10.0,C
311,0.0,18.5,3,3.0,1.0,2.0,3.0,5.0,11.0,12.0,12.0,B
312,0.0,18.0,2,3.0,1.0,3.5,5.0,5.0,16.0,16.0,16.0,A
313,0.0,18.0,1,1.0,2.0,2.0,4.0,3.0,13.0,13.0,13.0,B
314,1.0,17.0,1,2.0,1.0,2.0,5.0,2.0,16.0,17.0,18.0,A
315,0.0,18.0,2,1.0,1.0,2.0,2.0,5.0,14.0,14.0,15.0,B
316,0.0,17.0,2,4.0,2.0,2.0,3.0,3.0,15.0,16.0,16.0,A
317,0.0,17.0,2,2.0,2.0,2.0,4.0,4.0,12.0,12.0,12.0,B
318,0.0,18.0,3,2.0,2.0,2.0,1.5,1.0,12.0,9.0,10.0,C
319,1.0,18.0,4,4.0,2.0,1.0,2.0,4.0,11.0,12.0,12.0,B
320,0.0,18.0,4,4.0,1.0,2.0,4.0,4.0,14.0,12.0,13.0,B
321,0.0,17.0,2,2.0,3.0,3.0,2.0,3.0,13.0,15.0,15.0,B
322,0.0,18.5,3,2.0,1.0,2.0,3.0,3.0,9.0,8.0,10.0,C
323,1.0,18.0,4,3.0,2.0,1.0,2.0,3.0,10.0,10.0,10.0,C
324,1.0,18.0,1,2.0,2.0,1.0,4.0,4.0,10.0,10.0,11.0,B
325,1.0,17.0,4,1.0,2.0,1.0,5.0,4.0,11.0,11.0,10.0,C
326,1.0,17.0,3,2.0,1.0,1.0,4.0,4.0,13.0,13.0,13.0,B
327,0.0,18.0,1,1.0,2.0,3.5,2.0,2.0,17.0,17.0,18.0,A
328,0.0,18.0,1,1.0,2.0,2.0,4.0,4.0,12.0,13.0,13.0,B
329,0.0,17.0,2,2.0,1.0,2.0,4.0,5.0,12.0,12.0,14.0,B
330,0.0,18.0,2,1.0,2.0,2.0,3.0,1.0,12.0,13.0,14.0,B
331,1.0,17.0,1,1.0,1.0,2.0,3.0,3.0,12.0,12.0,12.0,B
332,0.0,18.0,2,2.0,1.0,3.0,3.0,3.0,18.0,18.0,18.0,A
333,0.0,17.0,1,1.0,1.0,3.0,3.0,3.0,13.0,13.0,14.0,B
334,1.0,18.0,2,1.0,1.0,3.0,2.0,4.0,14.0,15.0,15.0,B
335,1.0,18.0,4,4.0,1.0,2.0,4.0,3.0,17.0,17.0,17.0,A
336,1.0,18.0,4,2.0,1.0,2.0,3.0,2.0,15.0,16.0,16.0,A
337,0.0,17.0,4,3.0,1.0,3.0,2.0,2.0,17.0,18.0,18.0,A
338,0.0,17.0,3,1.0,2.0,3.5,1.5,2.0,18.0,19.0,19.0,A
339,1.0,18.0,3,2.0,2.0,3.0,4.0,2.0,14.0,15.0,15.0,B
340,1.0,17.0,3,3.0,1.0,1.0,4.0,3.0,14.0,15.0,15.0,B
341,0.0,18.5,4,4.0,2.0,2.0,3.0,4.0,14.0,13.0,13.0,B
342,0.0,18.0,4,3.0,2.0,2.0,4.0,5.0,13.0,14.0,14.0,B
343,0.0,18.0,4,3.0,1.0,3.5,3.0,3.0,16.0,17.0,17.0,A
344,1.0,18.0,4,4.0,1.0,1.0,4.0,2.0,18.0,18.0,17.0,A
345,0.0,18.0,4,4.0,1.0,2.0,2.0,4.0,14.0,15.0,15.0,B
346,1.0,17.0,4,4.0,2.0,1.0,1.5,1.0,12.0,13.0,13.0,B
347,0.0,17.0,4,4.0,2.0,3.0,3.0,4.0,7.0,7.0,8.0,C
348,0.0,17.0,4,2.0,2.0,3.0,3.0,3.0,16.0,16.0,16.0,A
349,0.0,17.0,3,2.0,1.0,3.5,2.0,2.0,18.0,18.0,18.0,A
350,1.0,18.5,2,1.0,2.0,3.0,3.0,1.0,9.0,10.0,11.0,B
351,1.0,18.5,3,2.0,1.0,1.0,5.0,3.0,14.0,15.0,15.0,B
352,1.0,18.5,3,3.0,1.0,2.0,5.0,3.0,10.0,10.0,11.0,B
353,0.0,18.0,1,4.0,1.0,2.0,4.0,4.0,10.0,10.0,11.0,B
354,0.0,18.0,2,1.0,2.0,2.0,3.0,3.0,12.0,12.0,15.0,B
355,0.0,17.0,2,3.0,2.0,2.0,2.0,1.0,11.0,12.0,14.0,B
356,0.0,17.0,4,4.0,1.0,1.0,4.0,4.0,15.0,16.0,17.0,A
357,0.0,18.0,4,3.0,1.0,3.0,3.0,4.0,14.0,15.0,17.0,A
358,0.0,18.0,4,3.0,2.0,1.0,2.0,4.0,12.0,12.0,15.0,B
359,0.0,17.0,3,4.0,1.0,3.0,3.0,4.0,15.0,15.0,17.0,A
360,0.0,18.0,3,3.0,1.0,2.0,1.5,4.0,11.0,12.0,14.0,B
361,1.0,18.5,4,2.0,2.0,2.0,4.0,4.0,11.0,10.0,10.0,C
362,0.0,18.0,4,4.0,1.0,2.0,4.0,4.0,12.0,11.0,13.0,B
363,0.0,18.0,3,4.0,1.0,1.0,4.0,4.0,11.0,12.0,14.0,B
364,0.0,17.0,4,4.0,1.0,1.0,3.0,4.0,14.0,15.0,17.0,A
365,0.0,17.0,4,3.0,1.0,2.0,2.0,2.0,15.0,14.0,17.0,A
366,0.0,17.0,3,3.0,1.0,2.0,3.0,3.0,12.0,12.0,13.0,B
367,0.0,17.0,2,1.0,1.0,2.0,2.0,3.0,11.0,12.0,14.0,B
368,1.0,18.0,4,4.0,1.0,1.0,2.0,5.0,8.0,9.0,11.0,B
369,0.0,18.5,1,1.0,3.0,3.0,5.0,5.0,10.0,10.0,11.0,B
370,0.0,18.5,1,1.0,3.0,2.0,3.0,4.0,8.0,8.0,9.0,C
371,0.0,18.0,2,2.0,1.0,1.0,3.0,5.0,10.0,10.0,10.0,C
372,0.0,17.0,2,2.0,1.0,2.0,2.0,2.0,14.0,13.0,13.0,B
373,0.0,17.0,2,2.0,1.0,3.0,3.0,2.0,11.0,11.0,10.0,C
374,0.0,17.0,3,1.0,1.0,3.0,4.0,3.0,17.0,18.0,17.0,A
375,0.0,17.0,0,2.0,2.0,3.0,3.0,3.0,14.0,14.0,15.0,B
376,0.0,18.0,1,1.0,2.0,3.0,5.0,5.0,14.0,14.0,14.0,B
377,1.0,18.0,4,4.0,1.0,3.0,3.0,3.0,13.0,14.0,13.0,B
378,1.0,17.0,3,3.0,1.0,1.0,3.0,5.0,17.0,18.0,17.0,A
379,1.0,17.0,2,2.0,3.5,1.0,4.0,5.0,11.0,10.0,10.0,C
380,0.0,17.0,4,4.0,1.0,3.0,4.0,4.0,13.0,12.0,13.0,B
381,0.0,17.0,4,4.0,2.0,3.0,3.0,3.0,15.0,14.0,15.0,B
382,0.0,17.0,3,3.0,1.0,1.0,2.0,5.0,11.0,12.0,11.0,B
383,1.0,18.0,2,2.0,1.0,3.5,5.0,5.0,11.0,11.0,12.0,B
384,1.0,18.5,3,2.0,1.0,1.0,3.0,4.0,11.0,10.0,10.0,C
385,0.0,18.0,2,2.0,3.5,2.0,2.0,5.0,10.0,9.0,10.0,C
386,0.0,17.0,2,4.0,1.0,3.0,4.0,3.0,15.0,15.0,15.0,B
387,1.0,18.0,2,2.0,1.0,1.0,4.0,2.0,15.0,14.0,15.0,B
388,0.0,18.0,3,3.0,1.0,2.0,3.0,4.0,10.0,11.0,12.0,B
389,0.0,18.0,2,2.0,1.0,2.0,3.0,3.0,10.0,9.0,12.0,B
390,0.0,18.0,2,2.0,2.0,3.5,4.0,4.0,14.0,13.0,14.0,B
391,0.0,17.0,3,4.0,1.0,3.0,4.0,5.0,11.0,13.0,14.0,B
392,0.0,17.0,3,2.0,1.0,2.0,3.0,2.0,12.0,13.0,15.0,B
393,0.0,18.0,3,3.0,1.0,3.5,3.0,3.0,14.0,14.0,15.0,B
394,0.0,17.0,3,2.0,1.0,2.0,3.0,3.0,14.0,14.0,16.0,A
395,1.0,18.0,4,4.0,1.0,2.0,3.0,3.0,12.0,12.0,13.0,B
396,1.0,18.0,3,4.0,1.0,2.0,3.0,3.0,16.0,16.0,17.0,A
397,0.0,17.0,2,2.0,1.0,2.0,3.0,1.0,10.0,12.0,14.0,B
398,0.0,18.0,2,3.0,1.0,3.0,3.0,3.0,11.0,12.0,14.0,B
399,0.0,18.0,3,2.0,1.0,3.0,4.0,3.0,14.0,16.0,17.0,A
400,1.0,18.0,4,3.0,1.0,3.0,3.0,2.0,15.0,14.0,17.0,A
401,1.0,18.0,4,3.0,1.0,3.0,4.0,5.0,14.0,13.0,14.0,B
402,0.0,17.0,4,3.0,1.0,3.0,4.0,3.0,11.0,12.0,13.0,B
403,0.0,17.0,2,1.0,2.0,2.0,3.0,4.0,12.0,15.0,15.0,B
404,0.0,17.0,2,1.0,1.0,2.0,3.0,5.0,12.0,16.0,16.0,A
405,0.0,18.5,2,3.0,2.0,1.0,2.0,3.0,10.0,11.0,11.0,B
406,0.0,17.0,3,1.0,1.0,1.0,1.5,2.0,10.0,13.0,13.0,B
407,0.0,18.5,4,4.0,1.0,3.0,3.0,2.0,9.0,12.0,12.0,B
408,1.0,18.0,2,2.0,1.0,2.0,4.0,4.0,9.0,11.0,12.0,B
409,1.0,18.0,3,4.0,1.0,2.0,3.0,5.0,13.0,14.0,15.0,B
410,0.0,17.0,2,2.0,1.0,2.0,3.0,4.0,13.0,17.0,17.0,A
411,1.0,17.0,4,4.0,1.0,3.0,4.0,2.0,12.0,15.0,15.0,B
412,0.0,18.0,4,2.0,1.0,2.0,2.0,2.0,14.0,17.0,17.0,A
413,1.0,18.5,1,1.0,2.0,2.0,3.0,3.0,9.0,10.0,10.0,C
414,0.0,18.5,1,1.0,2.0,3.0,2.0,2.0,11.0,15.0,15.0,B
415,0.0,18.5,4,4.0,1.0,1.0,2.0,5.0,9.0,10.0,11.0,B
416,1.0,17.0,3,2.0,1.0,2.0,4.0,4.0,16.0,18.0,18.0,A
417,0.0,18.0,3,2.0,1.0,3.0,3.0,4.0,14.0,17.0,17.0,A
418,1.0,18.0,2,3.0,1.0,1.0,1.5,3.0,13.0,14.0,14.0,B
419,1.0,18.5,2,1.0,1.0,1.0,3.0,4.0,7.0,11.0,11.0,B
420,0.0,18.0,2,2.0,2.0,2.0,1.5,4.0,14.0,17.0,17.0,A
421,0.0,18.5,1,0.0,2.0,1.0,3.0,1.0,8.0,10.0,10.0,C
422,0.0,18.0,3,2.0,1.0,2.0,1.5,2.0,10.0,13.0,13.0,B
423,0.0,16.0,1,3.0,2.0,1.0,3.0,3.0,10.0,11.0,11.0,B
424,0.0,16.0,2,2.0,2.0,2.0,4.0,4.0,12.0,12.0,12.0,B
425,0.0,15.0,1,1.0,1.0,1.0,1.5,3.0,10.0,10.0,10.0,C
426,0.0,15.0,3,3.0,2.0,1.0,4.0,4.0,10.0,10.0,11.0,B
427,0.0,16.0,2,3.0,2.0,2.0,5.0,2.0,16.0,17.0,17.0,A
428,0.0,15.0,2,1.0,2.0,1.0,3.0,4.0,6.0,8.0,9.0,C
429,1.0,16.0,4,4.0,1.0,2.0,3.0,2.0,10.0,11.0,11.0,B
430,1.0,16.0,1,2.0,1.0,3.0,4.0,3.0,10.0,11.0,11.0,B
431,0.0,17.0,3,2.0,1.0,2.0,5.0,4.0,10.0,10.0,10.0,C
432,0.0,17.0,1,1.0,1.0,1.0,4.0,4.0,6.0,6.0,7.0,C
433,0.0,15.0,4,4.0,2.0,1.0,5.0,1.0,13.0,14.0,14.0,B
434,0.0,16.0,2,2.0,2.0,3.5,2.0,1.0,10.0,9.0,11.0,B
435,0.0,15.0,1,1.0,2.0,2.0,4.0,3.0,10.0,10.0,10.0,C
436,0.0,15.0,1,1.0,2.0,1.0,4.0,3.0,6.0,7.0,8.0,C
437,0.0,16.0,0,2.0,2.0,1.0,2.0,3.0,12.0,11.0,12.0,B
438,0.0,17.0,2,3.0,2.0,1.0,5.0,5.0,10.0,11.0,12.0,B
439,0.0,15.0,3,3.0,2.0,1.0,1.5,3.0,14.0,16.0,16.0,A
440,1.0,16.0,1,1.0,2.0,2.0,4.0,5.0,7.0,3.700000000000001,3.1000000000000005,D
441,1.0,17.0,1,1.0,1.0,2.0,4.0,3.0,8.0,9.0,9.0,C
442,1.0,15.0,4,1.0,1.0,2.0,3.0,4.0,12.0,13.0,14.0,B
443,1.0,15.0,4,1.0,1.0,2.0,3.0,4.0,7.0,9.0,8.0,C
444,1.0,16.0,3,4.0,3.0,2.0,4.0,5.0,9.0,10.0,11.0,B
445,1.0,15.0,1,1.0,3.5,2.0,4.0,5.0,7.0,9.0,9.0,C
446,1.0,15.0,3,3.0,1.0,2.0,3.0,3.0,11.0,11.0,11.0,B
447,1.0,17.0,2,1.0,3.0,1.0,5.0,5.0,8.0,10.0,9.0,C
448,0.0,16.0,4,4.0,2.0,3.0,2.0,2.0,16.0,16.0,17.0,A
449,0.0,15.0,1,2.0,2.0,1.0,1.5,2.0,11.0,13.0,13.0,B
450,0.0,16.0,2,3.0,3.0,2.0,5.0,4.0,15.0,15.0,15.0,B
451,1.0,16.0,1,2.0,2.0,2.0,3.0,3.0,10.0,11.0,11.0,B
452,0.0,16.0,2,2.0,3.0,2.0,4.0,5.0,9.0,10.0,11.0,B
453,0.0,16.0,1,2.0,1.0,3.0,3.0,2.0,10.0,8.0,8.0,C
454,0.0,16.0,1,2.0,1.0,3.0,3.0,2.0,9.0,8.0,8.0,C
455,0.0,15.0,2,1.0,1.0,2.0,4.0,2.0,9.0,10.0,9.0,C
456,0.0,16.0,1,1.0,1.0,2.0,4.0,3.0,13.0,14.0,15.0,B
457,1.0,17.0,1,2.0,1.0,1.0,5.0,5.0,10.0,11.0,11.0,B
458,0.0,16.0,1,1.0,3.5,3.5,3.0,2.0,13.0,10.0,13.0,B
459,0.0,16.0,1,1.0,3.5,3.0,4.0,3.0,10.0,9.0,10.0,C
460,0.0,15.0,1,1.0,2.0,2.0,3.0,3.0,11.0,10.0,11.0,B
461,0.0,16.0,1,1.0,2.0,1.0,2.0,2.0,13.0,12.0,14.0,B
462,0.0,15.0,1,1.0,3.0,2.0,2.0,1.0,13.0,14.0,14.0,B
463,0.0,15.0,2,2.0,1.0,3.0,4.0,3.0,14.0,11.0,12.0,B
464,1.0,16.0,1,1.0,2.0,1.0,4.0,4.0,11.0,11.0,11.0,B
465,0.0,18.0,1,2.0,1.0,2.0,4.0,4.0,9.0,8.0,8.0,C
466,1.0,15.0,3,1.0,2.0,1.0,2.0,3.0,10.0,9.0,11.0,B
467,0.0,16.0,2,2.0,3.0,2.0,3.0,4.0,14.0,13.0,14.0,B
468,1.0,15.0,2,2.0,3.0,1.0,3.0,3.0,13.0,12.0,13.0,B
469,1.0,16.0,4,4.0,1.0,2.0,3.0,1.0,13.0,12.0,13.0,B
470,0.0,15.0,3,3.0,1.0,2.0,5.0,4.0,13.0,12.0,12.0,B
471,0.0,16.0,2,2.0,2.0,2.0,4.0,4.0,12.0,11.0,12.0,B
472,0.0,16.0,2,2.0,3.0,1.0,3.0,2.0,14.0,14.0,16.0,A
473,1.0,16.0,2,1.0,2.0,1.0,4.0,3.0,10.0,8.0,10.0,C
474,1.0,15.0,1,3.0,3.0,1.0,2.0,4.0,10.0,11.0,11.0,B
475,0.0,15.0,2,2.0,2.0,3.0,3.0,2.0,12.0,13.0,14.0,B
476,0.0,16.0,2,1.0,1.0,1.0,4.0,3.0,10.0,8.0,8.0,C
477,1.0,15.0,3,3.0,2.0,1.0,3.0,3.0,12.0,10.0,11.0,B
478,0.0,16.0,1,1.0,2.0,2.0,4.0,3.0,7.0,7.0,8.0,C
479,0.0,17.0,2,2.0,1.0,1.0,5.0,3.0,9.0,9.0,10.0,C
480,0.0,18.5,2,3.0,1.0,1.0,4.0,4.0,9.0,9.0,10.0,C
481,0.0,17.0,2,1.0,3.0,1.0,5.0,3.0,9.0,10.0,11.0,B
482,0.0,15.0,1,1.0,2.0,1.0,2.0,1.0,9.0,10.0,9.0,C
483,0.0,16.0,2,2.0,3.0,2.0,4.0,5.0,9.0,10.0,11.0,B
484,0.0,16.0,2,2.0,1.0,1.0,3.0,4.0,7.0,7.0,8.0,C
485,0.0,17.0,2,2.0,2.0,2.0,3.0,5.0,11.0,10.0,11.0,B
486,0.0,16.0,2,2.0,1.0,1.0,4.0,3.0,9.0,10.0,10.0,C
487,0.0,18.0,3,2.0,2.0,3.0,3.0,2.0,7.0,9.0,10.0,C
488,0.0,18.5,1,1.0,1.0,3.0,3.0,1.0,7.0,9.0,9.0,C
489,1.0,18.0,1,1.0,2.0,1.0,4.0,3.0,8.0,9.0,10.0,C
490,0.0,18.0,1,1.0,2.0,1.0,2.0,3.0,9.0,11.0,10.0,C
491,0.0,18.5,1,1.0,2.0,2.0,1.5,4.0,7.0,8.0,9.0,C
492,0.0,16.0,2,2.0,1.0,2.0,3.0,2.0,8.0,10.0,10.0,C
493,0.0,17.0,0,1.0,2.0,1.0,4.0,4.0,9.0,9.0,10.0,C
494,0.0,16.0,1,2.0,1.0,2.0,4.0,5.0,8.0,9.0,9.0,C
495,0.0,16.0,3,3.0,1.0,1.0,5.0,4.0,14.0,13.0,13.0,B
496,0.0,16.0,1,1.0,1.0,1.0,4.0,4.0,14.0,14.0,14.0,B
497,1.0,17.0,3,3.0,2.0,3.5,4.0,5.0,10.0,11.0,10.0,C
498,0.0,16.0,2,1.0,1.0,2.0,3.0,3.0,14.0,13.0,14.0,B
499,0.0,16.0,2,2.0,1.0,1.0,2.0,5.0,17.0,16.0,16.0,A
500,1.0,17.0,1,2.0,1.0,1.0,3.0,5.0,6.0,7.0,7.0,C
501,1.0,16.0,4,3.0,1.0,1.0,2.0,5.0,14.0,12.0,13.0,B
502,1.0,17.0,2,2.0,3.0,3.5,3.0,5.0,10.0,8.0,9.0,C
503,0.0,16.0,1,1.0,1.0,3.5,2.0,1.0,14.0,14.0,14.0,B
504,0.0,18.5,2,2.0,1.0,3.0,4.0,5.0,12.0,13.0,13.0,B
505,0.0,17.0,1,1.0,2.0,1.0,4.0,5.0,11.0,11.0,11.0,B
506,0.0,18.5,3,3.0,2.0,2.0,3.0,4.0,11.0,9.0,10.0,C
507,0.0,17.0,1,1.0,1.0,3.0,3.0,3.0,11.0,11.0,10.0,C
508,1.0,17.0,2,2.0,3.0,1.0,4.0,5.0,10.0,9.0,9.0,C
509,0.0,16.0,1,1.0,3.0,2.0,3.0,2.0,16.0,17.0,18.0,A
510,0.0,17.0,2,2.0,2.0,2.0,3.0,2.0,15.0,17.0,17.0,A
511,0.0,17.0,1,0.0,2.0,2.0,4.0,5.0,11.0,9.0,10.0,C
512,0.0,18.0,1,1.0,1.0,2.0,3.0,2.0,7.0,7.0,7.0,C
513,0.0,16.0,3,1.0,1.0,1.0,1.5,3.0,8.0,6.0,8.0,C
514,0.0,16.0,3,2.0,1.0,1.0,1.5,3.0,7.0,6.0,7.0,C
515,0.0,18.0,1,1.0,2.0,2.0,3.0,5.0,9.0,8.0,10.0,C
516,0.0,16.0,4,4.0,1.0,2.0,3.0,3.0,14.0,16.0,16.0,A
517,0.0,16.0,1,2.0,2.0,1.0,4.0,5.0,14.0,14.0,15.0,B
518,0.0,18.0,2,4.0,1.0,2.0,3.0,2.0,8.0,5.0,8.0,C
519,1.0,16.0,2,1.0,2.0,2.0,2.0,1.0,8.0,7.0,3.1000000000000005,D
520,0.0,16.0,1,1.0,3.0,2.0,3.0,2.0,6.0,8.0,8.0,C
521,0.0,16.0,2,3.0,2.0,2.0,3.0,3.0,8.0,10.0,10.0,C
522,0.0,16.0,4,4.0,1.0,2.0,3.0,4.0,8.0,8.0,8.0,C
523,1.0,18.0,4,4.0,1.0,3.5,5.0,5.0,5.0,6.0,6.0,C
524,0.0,16.0,3,4.0,3.0,2.0,2.0,1.0,7.0,9.0,8.0,C
525,1.0,17.0,4,4.0,1.0,3.0,4.0,3.0,15.0,14.0,16.0,A
526,0.0,17.0,4,1.0,1.0,1.0,2.0,3.0,13.0,14.0,14.0,B
527,1.0,16.0,2,2.0,3.5,3.0,1.5,3.0,10.0,9.0,10.0,C
528,0.0,17.0,2,2.0,1.0,1.0,1.5,3.0,9.0,9.0,9.0,C
529,0.0,16.0,4,4.0,2.0,1.0,1.5,3.0,11.0,11.0,11.0,B
530,1.0,17.0,3,3.0,1.0,1.0,1.5,4.0,7.0,10.0,9.0,C
531,1.0,17.0,1,1.0,3.0,2.0,1.5,3.0,10.0,10.0,10.0,C
532,1.0,16.0,2,1.0,2.0,2.0,2.0,2.0,9.0,7.0,8.0,C
533,0.0,16.0,2,1.0,1.0,2.0,2.0,2.0,14.0,15.0,16.0,A
534,1.0,16.0,4,4.0,1.0,1.0,1.5,2.0,11.0,12.0,12.0,B
535,1.0,15.0,1,2.0,3.0,2.0,5.0,5.0,9.0,11.0,10.0,C
536,1.0,15.0,2,2.0,3.0,3.5,4.0,5.0,13.0,14.0,14.0,B
537,1.0,15.0,2,1.0,1.0,1.0,3.0,3.0,12.0,13.0,12.0,B
538,0.0,16.0,2,2.0,1.0,3.0,3.0,3.0,11.0,11.0,11.0,B
539,0.0,16.0,4,1.0,2.0,2.0,2.0,4.0,9.0,10.0,10.0,C
540,0.0,17.0,3,2.0,2.0,1.0,3.0,3.0,9.0,11.0,11.0,B
541,0.0,17.0,2,2.0,2.0,2.0,1.5,3.0,11.0,9.0,11.0,B
542,0.0,16.0,4,4.0,2.0,3.0,3.0,5.0,10.0,11.0,12.0,B
543,1.0,17.0,4,4.0,3.0,1.0,3.0,3.0,9.0,9.0,8.0,C
544,1.0,17.0,1,3.0,2.0,1.0,1.5,2.0,12.0,11.0,12.0,B
545,1.0,17.0,3,4.0,1.0,2.0,4.0,4.0,8.0,9.0,8.0,C
546,0.0,17.0,4,4.0,1.0,2.0,2.0,5.0,13.0,15.0,16.0,A
547,1.0,16.0,4,1.0,1.0,1.0,1.5,2.0,10.0,11.0,11.0,B
548,0.0,17.0,1,1.0,1.0,2.0,5.0,5.0,11.0,10.0,11.0,B
549,0.0,17.0,4,2.0,2.0,2.0,3.0,3.0,17.0,18.0,18.0,A
550,1.0,16.0,2,2.0,2.0,2.0,1.5,2.0,12.0,13.0,13.0,B
551,1.0,17.0,3,2.0,2.0,2.0,1.5,2.0,13.0,14.0,13.0,B
552,1.0,18.5,1,1.0,1.0,2.0,4.0,3.0,9.0,9.0,10.0,C
553,1.0,17.0,1,0.0,1.0,1.0,1.5,2.0,11.0,11.0,12.0,B
554,0.0,17.0,1,1.0,2.0,1.0,5.0,5.0,10.0,11.0,10.0,C
555,0.0,16.0,1,2.0,1.0,3.0,3.0,4.0,13.0,14.0,13.0,B
556,1.0,16.0,1,2.0,1.0,1.0,4.0,4.0,9.0,10.0,11.0,B
557,0.0,17.0,3,1.0,2.0,2.0,4.0,4.0,7.0,9.0,10.0,C
558,1.0,17.0,2,2.0,2.0,1.0,5.0,5.0,8.0,13.0,10.0,C
559,1.0,18.0,1,0.0,3.0,1.0,3.0,2.0,12.0,12.0,13.0,B
560,1.0,17.0,1,1.0,2.0,1.0,5.0,5.0,10.0,9.0,10.0,C
561,1.0,18.0,1,1.0,2.0,2.0,3.0,3.0,10.0,9.0,10.0,C
562,0.0,16.0,2,2.0,1.0,2.0,4.0,3.0,11.0,13.0,12.0,B
563,1.0,17.0,2,2.0,1.0,1.0,2.0,1.0,7.0,3.700000000000001,3.1000000000000005,D
564,1.0,16.0,3,2.0,2.0,1.0,5.0,5.0,11.0,9.0,10.0,C
565,1.0,16.0,1,1.0,2.0,1.0,5.0,5.0,10.0,10.0,9.0,C
566,1.0,18.0,1,1.0,2.0,1.0,3.0,3.0,9.0,7.0,9.0,C
567,1.0,18.0,3,2.0,1.0,1.0,3.0,1.0,4.0,3.700000000000001,3.1000000000000005,D
568,1.0,18.5,3,2.0,2.0,1.0,2.0,1.0,6.0,11.0,9.0,C
569,1.0,18.0,3,3.0,1.0,2.0,4.0,5.0,4.0,8.0,8.0,C
570,1.0,16.0,2,2.0,2.0,1.0,4.0,3.0,7.0,8.0,8.0,C
571,1.0,18.5,2,1.0,2.0,1.0,4.0,3.0,8.0,9.0,9.0,C
572,0.0,16.0,3,2.0,2.0,2.0,5.0,5.0,5.0,5.0,7.0,C
573,0.0,17.0,1,1.0,1.0,1.0,3.0,2.0,7.0,9.0,10.0,C
574,1.0,18.5,1,1.0,2.0,1.0,4.0,3.0,8.0,11.0,10.0,C
575,0.0,18.0,4,3.0,1.0,1.0,4.0,4.0,10.0,11.0,10.0,C
576,1.0,18.0,3,2.0,2.0,1.0,5.0,5.0,9.0,10.0,11.0,B
577,1.0,18.5,1,1.0,3.0,2.0,4.0,4.0,10.0,9.0,11.0,B
578,1.0,17.0,3,3.0,2.0,2.0,5.0,4.0,8.0,9.0,10.0,C
579,1.0,18.0,1,3.0,1.0,1.0,3.0,3.0,9.0,10.0,9.0,C
580,1.0,18.5,1,1.0,3.0,1.0,4.0,4.0,8.0,9.0,10.0,C
581,0.0,18.0,1,2.0,2.0,2.0,3.0,3.0,6.0,8.0,8.0,C
582,0.0,18.5,1,1.0,1.0,1.0,4.0,4.0,6.0,8.0,7.0,C
583,0.0,18.0,2,2.0,2.0,1.0,5.0,5.0,8.0,6.0,3.1000000000000005,D
584,0.0,17.0,0,0.0,2.0,1.0,4.0,3.0,10.0,11.0,11.0,B
585,0.0,17.0,3,1.0,2.0,3.0,2.0,3.0,8.0,7.0,8.0,C
586,0.0,17.0,4,2.0,1.0,2.0,5.0,5.0,8.0,8.0,3.1000000000000005,D
587,0.0,18.0,2,2.0,1.0,2.0,3.0,3.0,7.0,6.0,8.0,C
588,0.0,17.0,4,1.0,1.0,1.0,2.0,2.0,8.0,10.0,9.0,C
589,0.0,17.0,1,2.0,1.0,1.0,5.0,1.0,7.0,10.0,10.0,C
590,0.0,18.0,1,1.0,3.0,2.0,4.0,4.0,7.0,8.0,7.0,C
591,0.0,18.0,2,2.0,2.0,2.0,3.0,5.0,12.0,13.0,14.0,B
592,0.0,17.0,3,3.0,2.0,1.0,4.0,3.0,11.0,12.0,13.0,B
593,0.0,18.0,1,2.0,2.0,2.0,4.0,3.0,12.0,13.0,14.0,B
594,0.0,18.0,4,4.0,2.0,2.0,3.0,5.0,18.0,18.0,18.0,A
595,1.0,18.0,4,4.0,1.0,1.0,4.0,5.0,17.0,17.0,17.0,A
596,0.0,17.0,4,2.0,2.0,2.0,3.0,3.0,17.0,18.0,18.0,A
597,0.0,18.0,2,2.0,3.0,2.0,3.0,3.0,9.0,3.700000000000001,3.1000000000000005,D
598,1.0,18.0,1,2.0,2.0,1.0,1.5,4.0,10.0,11.0,11.0,B
599,1.0,18.0,4,4.0,3.0,1.0,5.0,5.0,12.0,13.0,14.0,B
600,1.0,17.0,1,1.0,3.0,1.0,2.0,3.0,12.0,13.0,14.0,B
601,0.0,18.0,2,2.0,2.0,2.0,3.0,1.0,8.0,8.0,10.0,C
602,0.0,18.0,2,2.0,2.0,3.0,4.0,5.0,11.0,12.0,13.0,B
603,0.0,18.0,4,2.0,1.0,2.0,3.0,1.0,5.0,3.700000000000001,3.1000000000000005,D
